stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
5064,MARTIN LUTHER KING BLVD @ DOULTON D,MARTIN LUTHER KING BLVD & DOULTON DR,29.67179,-95.33684,,
5065,MARTIN LUTHER KING BLVD @ VAN FLEET,MARTIN LUTHER KING BLVD & VAN FLEET ST,29.67333,-95.33633,,
5066,MARTIN LUTHER KING BLVD @ PERSHING,MARTIN LUTHER KING BLVD & PERSHING ST,29.67567,-95.33632,,
5067,MARTIN LUTHER KING BLVD @ CRESTRIDG,MARTIN LUTHER KING BLVD & CRESTRIDGE,29.678233,-95.336426,,
5068,MARTIN LUTHER KING BLVD @ TARAWA RD,,29.68044,-95.33827,,
5069,MARTIN LUTHER KING BLVD @ RAPIDO RD,,29.68184,-95.33929,,
5070,MARTIN LUTHER KING BLVD @ BATAAN RD,,29.6833,-95.33986,,
5071,MARTIN LUTHER KING BLVD @ MALMEDY R,MARTIN LUTHER KING BLVD & MALMEDY RD,29.68455,-95.34034,,
5072,MARTIN LUTHER KING BLVD @ 610,MARTIN LUTHER KING BLVD & LOOP,29.686612,-95.341011,,
5073,MARTIN LUTHER KING BLVD @ BEEKMAN R,MARTIN LUTHER KING BLVD & BEEKMAN RD,29.68822,-95.34046,,
5074,MARTIN LUTHER KING BLVD @ KELSO ST,,29.68976,-95.33985,,
5075,MARTIN LUTHER KING BLVD @ ENYART,,29.69121,-95.33927,,
5076,MARTIN LUTHER KING BLVD @ PERRY ST,,29.69266,-95.33869,,
5077,MARTIN LUTHER KING BLVD @ KEYSTONE,MARTIN LUTHER KING BLVD & KEYSTONE ST,29.69412,-95.33811,,
5078,MARTIN LUTHER KING BLVD @ BROWNCROF,MARTIN LUTHER KING BLVD & BROWNCROFT ST,29.695536,-95.33754,,
5079,MARTIN LUTHER KING BLVD @ GRIGGS RD,,29.696873,-95.336986,,
5080,MARTIN LUTHER KING BLVD @ GRIGGS RD,,29.699268,-95.336044,,
5081,MARTIN LUTHER KING BLVD @ CORTELYOU,MARTIN LUTHER KING BLVD & CORTELYOU LN,29.700901,-95.335396,,
5082,MARTIN LUTHER KING BLVD @ MADALYN L,MARTIN LUTHER KING BLVD & MADALYN LN,29.703244,-95.334473,,
5083,MARTIN LUTHER KING BLVD @ ARVILLA L,MARTIN LUTHER KING BLVD & ARVILLA LN,29.706995,-95.335106,,
5084,MARTIN LUTHER KING BLVD @ MARIETTA,MARTIN LUTHER KING BLVD & MARIETTA LN,29.706435,-95.335137,,
5085,MARTIN LUTHER KING BLVD @ VENTURA L,MARTIN LUTHER KING BLVD & VENTURA LN,29.70548,-95.33466,,
5086,MARTIN LUTHER KING BLVD @ MADALYN L,MARTIN LUTHER KING BLVD & MADALYN LN,29.703314,-95.334748,,
5089,MARTIN LUTHER KING BLVD @ GRIGGS RD,,29.698132,-95.336814,,
5090,MARTIN LUTHER KING BLVD @ GRIGGS RD,,29.697077,-95.337234,,
5091,MARTIN LUTHER KING BLVD @ BROWNCROF,MARTIN LUTHER KING BLVD & BROWNCROFT ST,29.695832,-95.337736,,
5092,MARTIN LUTHER KING BLVD @ KEYSTONE,MARTIN LUTHER KING BLVD & KEYSTONE ST,29.69437,-95.3383,,
5093,MARTIN LUTHER KING BLVD @ PERRY ST,,29.69288,-95.33891,,
5094,MARTIN LUTHER KING BLVD @ ENYART,,29.69144,-95.33947,,
5095,MARTIN LUTHER KING BLVD @ KELSO ST,,29.69001,-95.34004,,
5096,MARTIN LUTHER KING BLVD @ YELLOWSTO,MARTIN LUTHER KING BLVD & YELLOWSTONE BLVD,29.688745,-95.340538,,
5097,MARTIN LUTHER KING BLVD @ 610,MARTIN LUTHER KING BLVD & LOOP,29.68676,-95.341301,,
5100,LOOP   @ GULF FREEWAY,,29.696245,-95.293701,,
5101,LOOP   @ GULF FREEWAY,,29.695741,-95.296348,,
5102,WOODRIDGE DR @ LOOP,,29.69633,-95.297676,,
5103,WOODRIDGE DR @ GULFGATE CENTER,,29.69791,-95.297081,,
5104,WOODRIDGE DR @ VILLAGE WAY,,29.699489,-95.296692,,
5105,WOODRIDGE DR @ GULF FREEWAY,,29.701629,-95.295761,,
5107,WINKLER DR @ WOODRIDGE DR,,29.701116,-95.297005,,
5108,WINKLER DR @ PLUM CREEK LN,,29.70214,-95.3004,,
5109,WINKLER DR @ HASBROOK ST,,29.702587,-95.301902,,
5110,WINKLER DR @ TELEPHONE RD,,29.70339,-95.30458,,
5111,TELEPHONE RD @ PECAN ST,,29.70435,-95.306,,
5112,TELEPHONE RD @ BROAD ST,,29.7054,-95.30737,,
5113,TELEPHONE RD @ GRIGGS RD,,29.70632,-95.30867,,
5114,TELEPHONE RD @ GOULD ST,,29.706984,-95.310189,,
5115,TELEPHONE RD @ BEATTY ST,,29.70774,-95.31203,,
5116,TELEPHONE RD @ MAXWELL LN,,29.71167,-95.31529,,
5117,TELEPHONE RD @ WAYSIDE DR,,29.712685,-95.316032,,
5118,TELEPHONE RD @ MAXWELL LN,,29.712201,-95.31575,,
5119,TELEPHONE RD @ WHEELER ST,,29.70808,-95.31304,,
5121,TELEPHONE RD @ GOULD ST,,29.70699,-95.31078,,
5122,TELEPHONE RD @ GRIGGS RD,,29.70638,-95.30941,,
5123,TELEPHONE RD @ BROAD ST,,29.70534,-95.30772,,
5124,TELEPHONE RD @ BROAD ST,,29.70432,-95.30635,,
5125,WINKLER DR @ GOLFCREST BLVD,,29.70314,-95.30438,,
5126,WINKLER DR @ HASBROOK ST,,29.70252,-95.30229,,
5127,WINKLER DR @ PLUM CREEK LN,,29.70208,-95.30078,,
5129,WINKLER DR @ WOODRIDGE DR,,29.700868,-95.296806,,
5150,LONG DR @ LOOP,,29.693974,-95.3237,,
5151,GRIGGS RD @ LONG DR,,29.69528,-95.32806,,
5152,GRIGGS RD @ SUNRISE RD,,29.69584,-95.33016,,
5153,GRIGGS RD @ ROYAL PALMS ST,,29.69641,-95.33188,,
5154,GRIGGS RD @ CAVANAUGH ST,,29.69706,-95.33388,,
5155,GRIGGS RD @ MARTIN LUTHER KING BLVD,,29.697827,-95.336197,,
5156,GRIGGS RD @ MARTIN LUTHER KING BLVD,,29.698254,-95.337525,,
5157,GRIGGS RD @ MILART,,29.698848,-95.339225,,
5158,GRIGGS RD @ SCHROEDER RD,,29.699365,-95.3405,,
5159,GRIGGS RD @ GRACE LN,,29.69986,-95.342094,,
5160,GRIGGS RD @ CALHOUN RD,,29.700914,-95.345507,,
5161,GRIGGS RD @ CALHOUN RD MB,,29.701333,-95.346787,,
5162,GRIGGS RD @ CULLEN BLVD,,29.701983,-95.34893,,
5163,GRIGGS RD @ FOSTER,,29.702297,-95.349945,,
5164,GRIGGS RD @ FOSTER,,29.702201,-95.350349,,
5165,GRIGGS RD @ CALHOUN RD,,29.700617,-95.345273,,
5166,GRIGGS RD @ MICHAEL WILLIAMS PLZ,,29.699489,-95.341637,,
5167,GRIGGS RD @ MILART,,29.69859,-95.33917,,
5168,GRIGGS RD @ MARTIN LUTHER KING BLVD,,29.697941,-95.337242,,
5169,GRIGGS RD @ CAVANAUGH ST,,29.69702,-95.33443,,
5170,GRIGGS RD @ BEEKMAN RD,,29.69616,-95.33185,,
5171,GRIGGS RD @ SUNRISE RD,,29.6952,-95.32861,,
5172,MYKAWA RD @ LONG DR  MB,,29.693718,-95.326607,,
5173,MYKAWA RD @ LOOP,,29.692362,-95.326233,,
5174,MYKAWA RD @ LONG DR,,29.693587,-95.326339,,
5175,LONG DR @ LOOP,,29.693867,-95.324112,,
5176,LOOP   @ MYKAWA RD,,29.690858,-95.328873,,
5177,YELLOWSTONE BLVD @ MARTIN LUTHER KI,YELLOWSTONE BLVD & MARTIN LUTHER KING BLVD,29.688654,-95.340805,,
5178,YELLOWSTONE BLVD @ MILART,,29.688411,-95.343491,,
5179,YELLOWSTONE BLVD @ MADRID ST,,29.689496,-95.347395,,
5180,YELLOWSTONE BLVD @ LIVERPOOL ST,,29.68998,-95.348961,,
5181,YELLOWSTONE BLVD @ PARIS ST,,29.690444,-95.350441,,
5182,YELLOWSTONE BLVD @ CULLEN BLVD,,29.691136,-95.352539,,
5183,YELLOWSTONE BLVD @ FOSTER,,29.691435,-95.354369,,
5184,YELLOWSTONE BLVD @ SIDNEY ST,,29.691932,-95.355959,,
5185,YELLOWSTONE BLVD @ CONLEY ST,,29.69241,-95.35754,,
5186,YELLOWSTONE BLVD @ SHERWOOD DR,,29.692918,-95.35919,,
5187,YELLOWSTONE BLVD @ SCOTT ST,,29.693528,-95.361227,,
5188,YELLOWSTONE BLVD @ LA SALETTE ST,,29.69424,-95.3635,,
5189,YELLOWSTONE BLVD @ TIERWESTER ST,,29.69493,-95.36582,,
5190,YELLOWSTONE BLVD @ STEARNS ST,,29.695962,-95.36924,,
5191,YELLOWSTONE BLVD @ BURKETT ST,,29.696434,-95.370804,,
5192,YELLOWSTONE BLVD @ ALLEGHENY ST,,29.697331,-95.373764,,
5193,YELLOWSTONE BLVD @ SOUTH FREEWAY FW,YELLOWSTONE BLVD & SOUTH FREEWAY FWY,29.697782,-95.375068,,
5194,YELLOWSTONE BLVD @ SOUTH FREEWAY FW,YELLOWSTONE BLVD & SOUTH FREEWAY FWY,29.697559,-95.374954,,
5195,YELLOWSTONE BLVD @ PEERLESS ST,,29.696987,-95.373106,,
5196,YELLOWSTONE BLVD @ BURKETT ST,,29.696395,-95.371094,,
5197,YELLOWSTONE BLVD @ STEARNS ST,,29.69592,-95.369515,,
5198,YELLOWSTONE BLVD @ WINTON ST,,29.695437,-95.367935,,
5199,YELLOWSTONE BLVD @ LA SALETTE ST,,29.69422,-95.36387,,
5200,YELLOWSTONE BLVD @ DRIFTWOOD,,29.693308,-95.361046,,
5201,YELLOWSTONE BLVD @ SHERWOOD DR,,29.692866,-95.359489,,
5202,YELLOWSTONE BLVD @ CONLEY ST,,29.69237,-95.357819,,
5203,YELLOWSTONE BLVD @ SIDNEY ST,,29.691882,-95.356238,,
5204,YELLOWSTONE BLVD @ FOSTER,,29.691404,-95.354702,,
5205,YELLOWSTONE BLVD @ CULLEN BLVD,,29.691119,-95.353095,,
5206,YELLOWSTONE BLVD @ PARIS ST,,29.690413,-95.350746,,
5207,YELLOWSTONE BLVD @ LIVERPOOL ST,,29.689963,-95.349266,,
5208,YELLOWSTONE BLVD @ WESTON ST,,29.689272,-95.347031,,
5209,YELLOWSTONE BLVD @ MILART,,29.688353,-95.343803,,
5210,YELLOWSTONE BLVD @ MARTIN LUTHER KI,YELLOWSTONE BLVD & MARTIN LUTHER KING BLVD,29.68852,-95.340812,,
5211,LOOP   @ MARTIN LUTHER KING BLVD,,29.684791,-95.34526,,
5212,WESTPARK DR @ LOOP,,29.726395,-95.457092,,
5213,WESTPARK DR @ LOOP CENTRAL DR,,29.726577,-95.454796,,
5214,WESTPARK DR @ NEWCASTLE DR,,29.726794,-95.452232,,
5215,WESTPARK DR @ NEWCASTLE DR,,29.727397,-95.444641,,
5216,WESTPARK DR @ WESLAYAN ST,,29.72762,-95.441559,,
5217,WESTPARK DR @ WESLAYAN ST,,29.727993,-95.436958,,
5218,WESTPARK DR @ EDLOE ST,,29.728008,-95.43367,,
5219,WESTPARK DR @ EDLOE ST,,29.728051,-95.433212,,
5220,WESTPARK DR @ EDLOE ST,,29.728194,-95.436844,,
5221,WESTPARK DR @ WESLAYAN ST,,29.727855,-95.441162,,
5222,WESTPARK DR @ WESLAYAN ST,,29.727585,-95.444473,,
5223,WESTPARK DR @ NEWCASTLE DR,,29.727029,-95.451416,,
5224,WESTPARK DR @ LOOP CENTRAL DR,,29.726776,-95.454628,,
5225,WESTPARK DR @ LOOP CENTRAL DR,,29.726593,-95.456879,,
5226,WESTPARK DR @ LOOP,,29.726422,-95.459173,,
5227,BISSONNET ST @ WILMINGTON DR,,29.712513,-95.458168,,
5228,BISSONNET ST @ AVENUE B,,29.713744,-95.455761,,
5229,BISSONNET ST @ LARCH LN,,29.714877,-95.453529,,
5230,BISSONNET ST @ NEWCASTLE DR,,29.715827,-95.451675,,
5231,BISSONNET ST @ MULBERRY LN,,29.716813,-95.449745,,
5232,BISSONNET ST @ COMMUNITY DR,,29.718127,-95.44716,,
5233,BISSONNET ST @ ACADEMY ST,,29.720147,-95.443184,,
5234,BISSONNET ST @ ACADEMY ST,,29.720733,-95.442024,,
5235,BISSONNET ST @ COLLEGE ST,,29.722113,-95.439324,,
5236,BISSONNET ST @ AUDEN ST,,29.722982,-95.437622,,
5238,BISSONNET ST @ WESTCHESTER ST,,29.725217,-95.430214,,
5239,BISSONNET ST @ BUFFALO SPEEDWAY,,29.72525,-95.427955,,
5240,BISSONNET ST @ BELMONT,,29.725284,-95.424889,,
5241,BISSONNET ST @ WAKEFOREST ST,,29.725336,-95.422226,,
5242,BISSONNET ST @ DINCANS,,29.725364,-95.420678,,
5243,BISSONNET ST @ KIRBY DR,,29.725388,-95.418716,,
5244,BISSONNET ST @ MORNINGSIDE DR,,29.725452,-95.415123,,
5245,BISSONNET ST @ GREENBRIAR DR,,29.725484,-95.412941,,
5246,BISSONNET ST @ SHEPHERD DR,,29.725515,-95.41069,,
5247,BISSONNET ST @ WILTON,,29.725551,-95.408844,,
5248,BISSONNET ST @ WILTON,,29.725652,-95.408524,,
5249,BISSONNET ST @ KENT ST,,29.725586,-95.405258,,
5250,BISSONNET ST @ ASHBY ST,,29.725616,-95.403587,,
5251,BISSONNET ST @ ASHBY ST,,29.725715,-95.403405,,
5252,BISSONNET ST @ MANDELL ST,,29.72567,-95.39975,,
5253,BISSONNET ST @ DORA ST,,29.725709,-95.396293,,
5254,BISSONNET ST @ SHADOW LAWN ST,,29.725893,-95.394696,,
5255,BISSONNET ST @ YOAKUM BLVD,,29.726088,-95.392921,,
5256,BISSONNET ST @ MAIN ST,,29.726115,-95.390038,,
5257,BISSONNET ST @ YOAKUM BLVD,,29.726208,-95.392657,,
5258,BISSONNET ST @ PARKWAY ST,,29.726158,-95.3945,,
5259,BISSONNET ST @ DORA ST,,29.725801,-95.396332,,
5260,BISSONNET ST @ INSTITUTE LN,,29.725792,-95.397354,,
5261,BISSONNET ST @ MANDELL ST,,29.725772,-95.399346,,
5262,BISSONNET ST @ HAZARD ST,,29.725575,-95.407074,,
5263,BISSONNET ST @ HAZARD ST,,29.725675,-95.406509,,
5264,BISSONNET ST @ SHEPHERD DR,,29.725637,-95.410371,,
5265,BISSONNET ST @ DUNLAVY ST,,29.725732,-95.401963,,
5266,BISSONNET ST @ GREENBRIAR DR,,29.725597,-95.412622,,
5267,BISSONNET ST @ MORNINGSIDE DR,,29.725574,-95.414947,,
5268,BISSONNET ST @ KIRBY DR,,29.725567,-95.418026,,
5269,BISSONNET ST @ DINCANS,,29.72554,-95.420486,,
5270,BISSONNET ST @ WAKEFOREST ST,,29.725529,-95.422027,,
5271,BISSONNET ST @ BELMONT,,29.725471,-95.424683,,
5272,BISSONNET ST @ BUFFALO SPEEDWAY,,29.725431,-95.427414,,
5273,BISSONNET ST @ WESTCHESTER ST,,29.725393,-95.430008,,
5274,BISSONNET ST @ MERCER ST,,29.725375,-95.432221,,
5276,BISSONNET ST @ AUDEN ST,,29.723229,-95.437515,,
5277,BISSONNET ST @ COLLEGE ST,,29.722123,-95.43969,,
5278,BISSONNET ST @ ACADEMY ST,,29.720581,-95.442722,,
5279,BISSONNET ST @ COMMUNITY DR,,29.718425,-95.446945,,
5280,BISSONNET ST @ MULBERRY LN,,29.717225,-95.449287,,
5281,BISSONNET ST @ NEWCASTLE DR,,29.716388,-95.450936,,
5282,BISSONNET ST @ LARCH LN,,29.715151,-95.453377,,
5283,BISSONNET ST @ AVENUE B,,29.714086,-95.455445,,
5285,HARDY ST @ HAYS ST,,29.78993,-95.35215,,
5286,HARDY ST @ HALPERN ST,,29.788182,-95.352119,,
5287,HARDY ST @ LUZON ST,,29.786486,-95.352074,,
5288,HARDY ST @ LINE ST,,29.784887,-95.351845,,
5289,HARDY ST @ QUITMAN ST,,29.783534,-95.351486,,
5290,HARDY ST @ NOBLE ST,,29.78057,-95.351448,,
5291,HARDY ST @ LORRAINE ST,,29.778616,-95.351433,,
5293,ELYSIAN ST @ NOBLE ST,,29.780373,-95.350494,,
5294,ELYSIAN ST @ QUITMAN ST,,29.783225,-95.350525,,
5296,ELYSIAN ST @ LINE ST,,29.78462,-95.35064,,
5297,ELYSIAN ST @ LUZON ST,,29.786158,-95.350952,,
5298,ELYSIAN ST @ HALPERN ST,,29.788022,-95.351005,,
5299,ELYSIAN ST @ HAYS ST,,29.78974,-95.351044,,
5300,ELYSIAN ST @ BIGELOW,,29.791431,-95.351082,,
5301,ELYSIAN ST @ COLLINGSWORTH ST,,29.793129,-95.35112,,
5302,ELYSIAN ST @ ALBER ST,,29.794839,-95.351173,,
5303,ELYSIAN ST @ ERIN,,29.796532,-95.351219,,
5304,ELYSIAN ST @ EGYPT,,29.798226,-95.351265,,
5305,ELYSIAN ST @ WEISS ST,,29.799952,-95.351303,,
5306,ELYSIAN ST @ FRAWLEY,,29.801661,-95.351341,,
5307,ELYSIAN ST @ CAVALCADE ST,,29.803206,-95.351387,,
5308,ELYSIAN ST @ GAINES ST,,29.805065,-95.35144,,
5309,ELYSIAN ST @ HAMBLEN ST,,29.806766,-95.351486,,
5310,ELYSIAN ST @ GRIFFIN ST,,29.808451,-95.351532,,
5311,ELYSIAN ST @ FAIRBANKS,,29.810164,-95.35157,,
5312,ELYSIAN ST @ EUEL,,29.811879,-95.351608,,
5313,JENSEN DR @ MILWAUKEE ST,,29.809161,-95.34243,,
5314,JENSEN DR @ IVY ST,,29.807303,-95.342392,,
5315,JENSEN DR @ LE BADIE,,29.804765,-95.342362,,
5316,JENSEN DR @ CAVALCADE ST,,29.802287,-95.342308,,
5317,JENSEN DR @ BAY ST,,29.800413,-95.34227,,
5318,JENSEN DR @ CRANE ST,,29.796639,-95.342209,,
5319,JENSEN DR @ COLLINGSWORTH ST,,29.794018,-95.342156,,
5320,JENSEN DR @ EVELLA,,29.791466,-95.342094,,
5321,JENSEN DR @ JEWEL ST,,29.790049,-95.342072,,
5322,JENSEN DR @ FLORIDA,,29.787728,-95.342033,,
5323,JENSEN DR @ NEWHOFF ST,,29.785765,-95.341995,,
5324,JENSEN DR @ QUITMAN ST,,29.783872,-95.341981,,
5325,JENSEN DR @ CAMPBELL ST,,29.782729,-95.341949,,
5326,JENSEN DR @ LEE ST,,29.781824,-95.341942,,
5327,JENSEN DR @ SUMPTER,,29.779661,-95.341919,,
5328,JENSEN DR @ LORRAINE ST,,29.778689,-95.341911,,
5329,JENSEN DR @ MILLS ST,,29.777685,-95.341888,,
5330,JENSEN DR @ BROOKS ST,,29.775452,-95.341858,,
5331,JENSEN DR @ LYONS AVE,,29.77403,-95.341858,,
5332,JENSEN DR @ HILL ST,,29.772054,-95.342941,,
5333,JENSEN DR @ PROVIDENCE ST,,29.770644,-95.343506,,
5334,JENSEN DR @ LYONS AVE,,29.773666,-95.34172,,
5335,JENSEN DR @ BURNETT ST,,29.774909,-95.341721,,
5336,JENSEN DR @ MILLS ST,,29.7775,-95.341774,,
5337,JENSEN DR @ LORRAINE ST,,29.778485,-95.341789,,
5338,JENSEN DR @ SUMPTER,,29.779768,-95.341804,,
5339,JENSEN DR @ LEE ST,,29.781802,-95.341827,,
5340,JENSEN DR @ QUITMAN ST,,29.78332,-95.341862,,
5341,JENSEN DR @ NEWHOFF ST,,29.785421,-95.341873,,
5342,JENSEN DR @ FLORIDA,,29.787375,-95.341911,,
5343,JENSEN DR @ JEWEL ST,,29.789781,-95.341942,,
5344,JENSEN DR @ EVELLA,,29.791215,-95.341964,,
5345,JENSEN DR @ COLLINGSWORTH ST,,29.793332,-95.342026,,
5346,JENSEN DR @ CRANE ST,,29.796473,-95.342079,,
5347,JENSEN DR @ BAY ST,,29.800506,-95.342141,,
5348,JENSEN DR @ CAVALCADE ST,,29.80185,-95.342095,,
5349,JENSEN DR @ LE BADIE,,29.804694,-95.342178,,
5350,JENSEN DR @ IVY ST,,29.807267,-95.342209,,
5351,JENSEN DR @ MILWAUKEE ST,,29.809117,-95.342247,,
5352,EASTEX FREEWAY   @ BAY ST,,29.80043,-95.34042,,
5353,EASTEX FREEWAY   @ CRANE ST,,29.7967,-95.34037,,
5354,EASTEX FREEWAY   @ COLLINGSWORTH ST,,29.793467,-95.340317,,
5355,EASTEX FREEWAY   @ EVELLA,,29.7915,-95.34031,,
5356,EASTEX FREEWAY   @ JEWEL ST,,29.78964,-95.34046,,
5357,EASTEX FREEWAY   @ FLORIDA,,29.78753,-95.34046,,
5358,EASTEX FREEWAY   @ LIBERTY RD,,29.78493,-95.34041,,
5359,EASTEX FREEWAY   @ QUITMAN ST,,29.78401,-95.34044,,
5360,EASTEX FREEWAY   @ CAMPBELL ST,,29.782923,-95.340385,,
5361,EASTEX FREEWAY   @ SUMPTER,,29.779702,-95.340599,,
5362,LYONS AVE @ JENSEN DR,,29.774,-95.3416,,
5363,LYONS AVE @ HILL ST,,29.773,-95.34344,,
5364,LYONS AVE @ WEST RD,,29.772,-95.3456,,
5365,LYONS AVE @ SEMMES ST,,29.77165,-95.34864,,
5366,LYONS AVE @ MAURY ST,,29.77163,-95.34953,,
5367,LYONS AVE @ HARDY ST,,29.771633,-95.351162,,
5368,MC KEE ST @ PROVIDENCE ST,,29.77075,-95.35215,,
5372,MAIN ST @ NAYLOR ST,,29.769609,-95.358426,,
5373,MAIN ST @ BROOKS ST,,29.773667,-95.360359,,
5374,MAIN ST @ PINCKNEY ST,,29.77513,-95.361053,,
5375,MAIN ST @ HOGAN ST,,29.775956,-95.36145,,
5376,MAIN ST @ JAMES ST,,29.777185,-95.362037,,
5377,MAIN ST @ PASCHALL ST,,29.778272,-95.362557,,
5379,MAIN ST @ QUITMAN ST,,29.78039,-95.363571,,
5380,MAIN ST @ MORRIS ST,,29.782334,-95.364509,,
5381,MAIN ST @ BOUNDARY ST,,29.783787,-95.365234,,
5382,MAIN ST @ GLEN PARK ST,,29.786231,-95.36689,,
5383,MAIN ST @ COSMOS,,29.787163,-95.368103,,
5385,MAIN ST @ NORMA ST,,29.788903,-95.370384,,
5386,MAIN ST @ NORMA ST,,29.788926,-95.370606,,
5387,MAIN ST @ OLEANDER ST,,29.787916,-95.369278,,
5388,MAIN ST @ WOODLAND ST,,29.786866,-95.367905,,
5389,MAIN ST @ GLEN PARK ST,,29.78603,-95.366806,,
5390,MAIN ST @ BOUNDARY ST,,29.783395,-95.365196,,
5391,MAIN ST @ MORRIS ST,,29.78145,-95.364281,,
5392,MAIN ST @ QUITMAN ST,,29.780396,-95.363769,,
5393,MAIN ST @ HENRY ST,,29.779406,-95.363297,,
5394,MAIN ST @ PASCHALL ST,,29.778492,-95.362862,,
5416,SELINSKY RD @ GREYLOG DR,,29.637156,-95.337013,,
5417,SELINSKY RD @ ELM SPRING DR,,29.637269,-95.335731,,
5418,SELINSKY RD @ CEDARBURG DR,,29.6374,-95.334175,,
5419,SELINSKY RD @ 8TH ST,,29.637538,-95.332359,,
5420,SELINSKY RD @ SESAME,,29.637496,-95.327545,,
5421,SELINSKY RD @ MARTINDALE RD,,29.637452,-95.324326,,
5422,MARTINDALE RD @ SOUTH ACRES DR,,29.643063,-95.323959,,
5436,SOUTH ACRES DR @ SESAME,,29.642573,-95.327679,,
5437,SOUTH ACRES DR @ 8TH ST,,29.642323,-95.333905,,
5438,SOUTH ACRES DR @ FAIRCROFT DR,,29.642318,-95.335701,,
5439,SOUTH ACRES DR @ MARTIN LUTHER KING,SOUTH ACRES DR & MARTIN LUTHER KING BLVD,29.642341,-95.336905,,
5440,SOUTH ACRES DR @ FAIRCROFT DR,,29.64225,-95.33566,,
5441,SOUTH ACRES DR @ 8TH ST,,29.64223,-95.33334,,
5445,SOUTH ACRES DR @ SESAME,,29.64245,-95.327888,,
5446,SOUTH ACRES DR @ MARTINDALE RD,,29.643178,-95.324142,,
5447,MARTINDALE RD @ SELINSKY RD,,29.637736,-95.324059,,
5448,SELINSKY RD @ SESAME,,29.637614,-95.327927,,
5449,SELINSKY RD @ 8TH ST,,29.63758,-95.33315,,
5450,SELINSKY RD @ ELM SPRING DR,,29.637442,-95.335007,,
5451,SELINSKY RD @ GREYLOG DR,,29.637309,-95.336678,,
5452,SELINSKY RD @ MARTIN LUTHER KING BL,SELINSKY RD & MARTIN LUTHER KING BLVD,29.637126,-95.33902,,
5464,JUTLAND RD @ ALVIN,,29.664275,-95.349037,,
5465,JUTLAND RD @ LARKSPUR ST,,29.662823,-95.349033,,
5466,JUTLAND RD @ MALLOW ST,,29.659854,-95.348953,,
5467,JUTLAND RD @ REED RD,,29.658773,-95.348954,,
5468,REED RD @ JUTLAND RD,,29.658432,-95.346962,,
5469,REED RD @ NOEL ST,,29.65846,-95.344543,,
5470,NOEL ST @ CARMEN,,29.656775,-95.344315,,
5471,NOEL ST @ WILMINGTON ST,,29.655517,-95.344276,,
5472,WILMINGTON ST @ NOEL ST,,29.655495,-95.345978,,
5473,WILMINGTON ST @ JUTLAND RD,,29.655963,-95.348732,,
5474,WILMINGTON ST @ JUTLAND RD,,29.655949,-95.350647,,
5475,WILMINGTON ST @ COFFEE ST,,29.655965,-95.352544,,
5476,WILMINGTON ST @ CULLEN BLVD,,29.65593,-95.354905,,
5477,REED RD @ COFFEE ST,,29.658363,-95.353004,,
5478,REED RD @ COFFEE ST,,29.658387,-95.351043,,
5479,JUTLAND RD @ REED RD,,29.658792,-95.348839,,
5480,JUTLAND RD @ MALLOW ST,,29.659701,-95.348885,,
5481,JUTLAND RD @ LARKSPUR ST,,29.662236,-95.348923,,
5482,JUTLAND RD @ ALVIN,,29.664166,-95.348953,,
5483,JUTLAND RD @ BELLFORT AVE,JUTLAND RD & BELLFORT ST,29.666403,-95.348556,,
5484,CALHOUN RD @ BRISCOE ST,,29.671584,-95.35482,,
5485,CALHOUN RD @ TETON ST,,29.673447,-95.354126,,
5486,CALHOUN RD @ MAYFLOWER ST,,29.675508,-95.353332,,
5487,CALHOUN RD @ JARMESE,,29.67671,-95.352865,,
5488,CALHOUN RD @ PERSHING ST,,29.679253,-95.35202,,
5489,CALHOUN RD @ LOOP,,29.681085,-95.352539,,
5490,LOOP   @ CALAIS RD,,29.682664,-95.349174,,
5491,LOOP   @ JUTLAND RD,,29.684268,-95.344246,,
5492,CALAIS RD @ DOOLITTLE BLVD,,29.681289,-95.349393,,
5493,CALAIS RD @ PERSHING ST,,29.679416,-95.351244,,
5494,CALHOUN RD @ GLORYLAND ST,,29.677622,-95.352661,,
5495,CALHOUN RD @ MAYFLOWER ST,,29.675741,-95.353401,,
5496,CALHOUN RD @ TETON ST,,29.674288,-95.353912,,
5497,CALHOUN RD @ BRISCOE ST,,29.671807,-95.354851,,
5498,CRESTMONT ST @ LOOP,,29.68854,-95.33197,,
5499,CRESTMONT ST @ SOUTHRIDGE,,29.687221,-95.331398,,
5500,CRESTMONT ST @ SOUTHLEA,,29.68567,-95.330803,,
5501,CRESTMONT ST @ SOUTHMUND,,29.683524,-95.329307,,
5502,CRESTMONT ST @ SOUTHVILLE ST,,29.681842,-95.328872,,
5503,CRESTMONT ST @ SOUTHGOOD ST,,29.680129,-95.328835,,
5504,CRESTMONT ST @ SOUTHTOWN,,29.678409,-95.328789,,
5505,CRESTMONT ST @ DOOLITTLE BLVD,,29.677538,-95.328766,,
5506,CRESTMONT ST @ PERSHING ST,,29.67576,-95.32872,,
5507,CRESTMONT ST @ VAN FLEET ST,,29.674182,-95.328706,,
5508,CRESTMONT ST @ DOULTON DR,,29.672168,-95.328674,,
5509,CRESTMONT ST @ KENILWOOD DR,,29.67024,-95.32872,,
5510,CRESTMONT ST @ RIDGEWAY DR,,29.668693,-95.328796,,
